customer_id,customer_name,action,reason,priority,expected_value
16409,Customer 16409,VIP loyalty offer,High RFM value and engagement,Medium,1939.23
17702,Customer 17702,VIP loyalty offer,High RFM value and engagement,Medium,1936.17
12685,Customer 12685,VIP loyalty offer,High RFM value and engagement,Medium,1935.72
12928,Customer 12928,VIP loyalty offer,High RFM value and engagement,Medium,1932.86
15485,Customer 15485,VIP loyalty offer,High RFM value and engagement,Medium,1928.61
15410,Customer 15410,VIP loyalty offer,High RFM value and engagement,Medium,1928.53
16440,Customer 16440,VIP loyalty offer,High RFM value and engagement,Medium,1928.06
13880,Customer 13880,VIP loyalty offer,High RFM value and engagement,Medium,1926.29
15628,Customer 15628,VIP loyalty offer,High RFM value and engagement,Medium,1919.94
12615,Customer 12615,VIP loyalty offer,High RFM value and engagement,Medium,1918.41
17584,Customer 17584,VIP loyalty offer,High RFM value and engagement,Medium,1916.86
14842,Customer 14842,VIP loyalty offer,High RFM value and engagement,Medium,1909.77
16871,Customer 16871,VIP loyalty offer,High RFM value and engagement,Medium,1901.42
14903,Customer 14903,VIP loyalty offer,High RFM value and engagement,Medium,1900.26
15527,Customer 15527,VIP loyalty offer,High RFM value and engagement,Medium,1899.14
15898,Customer 15898,VIP loyalty offer,High RFM value and engagement,Medium,1895.72
18145,Customer 18145,VIP loyalty offer,High RFM value and engagement,Medium,1895.2
16764,Customer 16764,VIP loyalty offer,High RFM value and engagement,Medium,1892.57
15993,Customer 15993,VIP loyalty offer,High RFM value and engagement,Medium,1891.43
15854,Customer 15854,VIP loyalty offer,High RFM value and engagement,Medium,1888.9
16200,Customer 16200,VIP loyalty offer,High RFM value and engagement,Medium,1888.38
16003,Customer 16003,VIP loyalty offer,High RFM value and engagement,Medium,1881.01
14121,Customer 14121,VIP loyalty offer,High RFM value and engagement,Medium,1879.66
14235,Customer 14235,VIP loyalty offer,High RFM value and engagement,Medium,1879.17
13988,Customer 13988,VIP loyalty offer,High RFM value and engagement,Medium,1876.86
14334,Customer 14334,VIP loyalty offer,High RFM value and engagement,Medium,1874.21
16209,Customer 16209,VIP loyalty offer,High RFM value and engagement,Medium,1872.08
12483,Customer 12483,VIP loyalty offer,High RFM value and engagement,Medium,1865.05
14732,Customer 14732,VIP loyalty offer,High RFM value and engagement,Medium,1863.77
16393,Customer 16393,VIP loyalty offer,High RFM value and engagement,Medium,1858.49
14639,Customer 14639,VIP loyalty offer,High RFM value and engagement,Medium,1857.3
14808,Customer 14808,VIP loyalty offer,High RFM value and engagement,Medium,1853.3
14125,Customer 14125,VIP loyalty offer,High RFM value and engagement,Medium,1852.8
15152,Customer 15152,VIP loyalty offer,High RFM value and engagement,Medium,1851.68
17512,Customer 17512,VIP loyalty offer,High RFM value and engagement,Medium,1849.66
14626,Customer 14626,VIP loyalty offer,High RFM value and engagement,Medium,1830.41
14970,Customer 14970,VIP loyalty offer,High RFM value and engagement,Medium,1829.53
13692,Customer 13692,VIP loyalty offer,High RFM value and engagement,Medium,1826.81
16358,Customer 16358,VIP loyalty offer,High RFM value and engagement,Medium,1825.3
17612,Customer 17612,VIP loyalty offer,High RFM value and engagement,Medium,1819.99
12708,Customer 12708,VIP loyalty offer,High RFM value and engagement,Medium,1817.58
14713,Customer 14713,VIP loyalty offer,High RFM value and engagement,Medium,1815.69
17621,Customer 17621,VIP loyalty offer,High RFM value and engagement,Medium,1815.0
15123,Customer 15123,VIP loyalty offer,High RFM value and engagement,Medium,1813.59
13804,Customer 13804,VIP loyalty offer,High RFM value and engagement,Medium,1813.11
13495,Customer 13495,VIP loyalty offer,High RFM value and engagement,Medium,1810.57
17354,Customer 17354,VIP loyalty offer,High RFM value and engagement,Medium,1809.47
15140,Customer 15140,VIP loyalty offer,High RFM value and engagement,Medium,1808.16
15394,Customer 15394,VIP loyalty offer,High RFM value and engagement,Medium,1800.76
17386,Customer 17386,VIP loyalty offer,High RFM value and engagement,Medium,1799.48
15671,Customer 15671,VIP loyalty offer,High RFM value and engagement,Medium,1796.48
13634,Customer 13634,VIP loyalty offer,High RFM value and engagement,Medium,1792.37
16986,Customer 16986,VIP loyalty offer,High RFM value and engagement,Medium,1791.18
12352,Customer 12352,VIP loyalty offer,High RFM value and engagement,Medium,1790.72
16618,Customer 16618,VIP loyalty offer,High RFM value and engagement,Medium,1790.03
12362,Customer 12362,VIP loyalty offer,High RFM value and engagement,Medium,1789.84
18210,Customer 18210,VIP loyalty offer,High RFM value and engagement,Medium,1785.25
16120,Customer 16120,VIP loyalty offer,High RFM value and engagement,Medium,1784.61
12520,Customer 12520,VIP loyalty offer,High RFM value and engagement,Medium,1781.02
13422,Customer 13422,VIP loyalty offer,High RFM value and engagement,Medium,1775.64
13644,Customer 13644,VIP loyalty offer,High RFM value and engagement,Medium,1774.26
13107,Customer 13107,VIP loyalty offer,High RFM value and engagement,Medium,1772.16
14262,Customer 14262,VIP loyalty offer,High RFM value and engagement,Medium,1770.18
16255,Customer 16255,VIP loyalty offer,High RFM value and engagement,Medium,1768.92
14397,Customer 14397,VIP loyalty offer,High RFM value and engagement,Medium,1766.62
16743,Customer 16743,VIP loyalty offer,High RFM value and engagement,Medium,1759.33
14498,Customer 14498,VIP loyalty offer,High RFM value and engagement,Medium,1752.94
16326,Customer 16326,VIP loyalty offer,High RFM value and engagement,Medium,1750.37
15033,Customer 15033,VIP loyalty offer,High RFM value and engagement,Medium,1748.84
14546,Customer 14546,VIP loyalty offer,High RFM value and engagement,Medium,1748.77
17213,Customer 17213,VIP loyalty offer,High RFM value and engagement,Medium,1748.28
16455,Customer 16455,VIP loyalty offer,High RFM value and engagement,Medium,1746.29
16308,Customer 16308,Cross-sell adjacent category,Repeat buyer with narrow category mix,Medium,1743.94
17402,Customer 17402,VIP loyalty offer,High RFM value and engagement,Medium,1738.23
14524,Customer 14524,VIP loyalty offer,High RFM value and engagement,Medium,1737.33
17861,Customer 17861,VIP loyalty offer,High RFM value and engagement,Medium,1734.6
17663,Customer 17663,VIP loyalty offer,High RFM value and engagement,Medium,1734.25
15796,Customer 15796,VIP loyalty offer,High RFM value and engagement,Medium,1729.56
16539,Customer 16539,VIP loyalty offer,High RFM value and engagement,Medium,1729.08
17157,Customer 17157,VIP loyalty offer,High RFM value and engagement,Medium,1728.58
12598,Customer 12598,VIP loyalty offer,High RFM value and engagement,Medium,1725.23
18144,Customer 18144,VIP loyalty offer,High RFM value and engagement,Medium,1725.2
18069,Customer 18069,VIP loyalty offer,High RFM value and engagement,Medium,1725.03
12935,Customer 12935,VIP loyalty offer,High RFM value and engagement,Medium,1723.68
17469,Customer 17469,VIP loyalty offer,High RFM value and engagement,Medium,1722.9
18257,Customer 18257,VIP loyalty offer,High RFM value and engagement,Medium,1721.19
17442,Customer 17442,VIP loyalty offer,High RFM value and engagement,Medium,1720.91
12865,Customer 12865,VIP loyalty offer,High RFM value and engagement,Medium,1720.58
13344,Customer 13344,VIP loyalty offer,High RFM value and engagement,Medium,1719.81
13562,Customer 13562,VIP loyalty offer,High RFM value and engagement,Medium,1719.09
15367,Customer 15367,VIP loyalty offer,High RFM value and engagement,Medium,1718.92
13461,Customer 13461,VIP loyalty offer,High RFM value and engagement,Medium,1717.88
17744,Customer 17744,VIP loyalty offer,High RFM value and engagement,Medium,1717.04
17802,Customer 17802,VIP loyalty offer,High RFM value and engagement,Medium,1716.43
13329,Customer 13329,VIP loyalty offer,High RFM value and engagement,Medium,1715.52
17682,Customer 17682,VIP loyalty offer,High RFM value and engagement,Medium,1714.3
13471,Customer 13471,VIP loyalty offer,High RFM value and engagement,Medium,1711.6
14659,Customer 14659,VIP loyalty offer,High RFM value and engagement,Medium,1710.48
12963,Customer 12963,VIP loyalty offer,High RFM value and engagement,Medium,1710.37
14307,Customer 14307,VIP loyalty offer,High RFM value and engagement,Medium,1708.41
17519,Customer 17519,VIP loyalty offer,High RFM value and engagement,Medium,1707.39
16686,Customer 16686,VIP loyalty offer,High RFM value and engagement,Medium,1706.05
12876,Customer 12876,VIP loyalty offer,High RFM value and engagement,Medium,1705.55
12739,Customer 12739,VIP loyalty offer,High RFM value and engagement,Medium,1704.69
16775,Customer 16775,VIP loyalty offer,High RFM value and engagement,Medium,1704.03
16905,Customer 16905,VIP loyalty offer,High RFM value and engagement,Medium,1702.96
12600,Customer 12600,VIP loyalty offer,High RFM value and engagement,Medium,1699.28
12457,Customer 12457,VIP loyalty offer,High RFM value and engagement,Medium,1696.85
14309,Customer 14309,VIP loyalty offer,High RFM value and engagement,Medium,1694.47
15532,Customer 15532,VIP loyalty offer,High RFM value and engagement,Medium,1693.55
12517,Customer 12517,VIP loyalty offer,High RFM value and engagement,Medium,1692.17
13971,Customer 13971,VIP loyalty offer,High RFM value and engagement,Medium,1687.6
15932,Customer 15932,VIP loyalty offer,High RFM value and engagement,Medium,1687.45
12759,Customer 12759,VIP loyalty offer,High RFM value and engagement,Medium,1684.57
13450,Customer 13450,VIP loyalty offer,High RFM value and engagement,Medium,1684.48
14209,Customer 14209,VIP loyalty offer,High RFM value and engagement,Medium,1682.21
13527,Customer 13527,VIP loyalty offer,High RFM value and engagement,Medium,1681.14
12589,Customer 12589,VIP loyalty offer,High RFM value and engagement,Medium,1680.54
14515,Customer 14515,VIP loyalty offer,High RFM value and engagement,Medium,1680.33
14744,Customer 14744,VIP loyalty offer,High RFM value and engagement,Medium,1680.21
14226,Customer 14226,VIP loyalty offer,High RFM value and engagement,Medium,1677.51
18272,Customer 18272,VIP loyalty offer,High RFM value and engagement,Medium,1676.62
13507,Customer 13507,VIP loyalty offer,High RFM value and engagement,Medium,1676.16
17596,Customer 17596,VIP loyalty offer,High RFM value and engagement,Medium,1676.05
13588,Customer 13588,VIP loyalty offer,High RFM value and engagement,Medium,1676.02
16283,Customer 16283,VIP loyalty offer,High RFM value and engagement,Medium,1673.08
17449,Customer 17449,VIP loyalty offer,High RFM value and engagement,Medium,1672.59
13213,Customer 13213,VIP loyalty offer,High RFM value and engagement,Medium,1671.55
14502,Customer 14502,VIP loyalty offer,High RFM value and engagement,Medium,1670.42
15365,Customer 15365,VIP loyalty offer,High RFM value and engagement,Medium,1669.67
17096,Customer 17096,VIP loyalty offer,High RFM value and engagement,Medium,1669.62
17164,Customer 17164,VIP loyalty offer,High RFM value and engagement,Medium,1668.17
15416,Customer 15416,VIP loyalty offer,High RFM value and engagement,Medium,1668.0
17131,Customer 17131,VIP loyalty offer,High RFM value and engagement,Medium,1665.35
12619,Customer 12619,VIP loyalty offer,High RFM value and engagement,Medium,1664.52
15392,Customer 15392,VIP loyalty offer,High RFM value and engagement,Medium,1664.38
16143,Customer 16143,VIP loyalty offer,High RFM value and engagement,Medium,1661.24
15572,Customer 15572,VIP loyalty offer,High RFM value and engagement,Medium,1660.72
16571,Customer 16571,VIP loyalty offer,High RFM value and engagement,Medium,1660.14
17422,Customer 17422,VIP loyalty offer,High RFM value and engagement,Medium,1659.27
17673,Customer 17673,VIP loyalty offer,High RFM value and engagement,Medium,1656.83
12388,Customer 12388,VIP loyalty offer,High RFM value and engagement,Medium,1652.42
14032,Customer 14032,VIP loyalty offer,High RFM value and engagement,Medium,1649.79
14441,Customer 14441,VIP loyalty offer,High RFM value and engagement,Medium,1648.1
14107,Customer 14107,VIP loyalty offer,High RFM value and engagement,Medium,1647.64
14701,Customer 14701,VIP loyalty offer,High RFM value and engagement,Medium,1644.65
13875,Customer 13875,VIP loyalty offer,High RFM value and engagement,Medium,1644.38
17314,Customer 17314,VIP loyalty offer,High RFM value and engagement,Medium,1643.32
13021,Customer 13021,VIP loyalty offer,High RFM value and engagement,Medium,1642.01
13949,Customer 13949,VIP loyalty offer,High RFM value and engagement,Medium,1641.11
17738,Customer 17738,VIP loyalty offer,High RFM value and engagement,Medium,1637.26
15089,Customer 15089,VIP loyalty offer,High RFM value and engagement,Medium,1636.73
17930,Customer 17930,VIP loyalty offer,High RFM value and engagement,Medium,1634.28
14409,Customer 14409,VIP loyalty offer,High RFM value and engagement,Medium,1633.01
14191,Customer 14191,VIP loyalty offer,High RFM value and engagement,Medium,1631.96
16081,Customer 16081,VIP loyalty offer,High RFM value and engagement,Medium,1631.73
12397,Customer 12397,VIP loyalty offer,High RFM value and engagement,Medium,1629.33
15493,Customer 15493,VIP loyalty offer,High RFM value and engagement,Medium,1626.81
14696,Customer 14696,VIP loyalty offer,High RFM value and engagement,Medium,1619.71
13862,Customer 13862,VIP loyalty offer,High RFM value and engagement,Medium,1618.5
17191,Customer 17191,VIP loyalty offer,High RFM value and engagement,Medium,1616.02
17082,Customer 17082,VIP loyalty offer,High RFM value and engagement,Medium,1611.8
13911,Customer 13911,VIP loyalty offer,High RFM value and engagement,Medium,1611.42
14554,Customer 14554,VIP loyalty offer,High RFM value and engagement,Medium,1609.82
16407,Customer 16407,VIP loyalty offer,High RFM value and engagement,Medium,1609.22
17220,Customer 17220,VIP loyalty offer,High RFM value and engagement,Medium,1606.31
17434,Customer 17434,VIP loyalty offer,High RFM value and engagement,Medium,1604.94
14655,Customer 14655,VIP loyalty offer,High RFM value and engagement,Medium,1604.32
16817,Customer 16817,VIP loyalty offer,High RFM value and engagement,Medium,1603.37
13908,Customer 13908,VIP loyalty offer,High RFM value and engagement,Medium,1602.05
12360,Customer 12360,VIP loyalty offer,High RFM value and engagement,Medium,1600.96
15845,Customer 15845,VIP loyalty offer,High RFM value and engagement,Medium,1600.36
14217,Customer 14217,VIP loyalty offer,High RFM value and engagement,Medium,1598.08
17634,Customer 17634,VIP loyalty offer,High RFM value and engagement,Medium,1596.93
15861,Customer 15861,VIP loyalty offer,High RFM value and engagement,Medium,1596.18
12370,Customer 12370,VIP loyalty offer,High RFM value and engagement,Medium,1594.74
13784,Customer 13784,VIP loyalty offer,High RFM value and engagement,Medium,1593.5
13982,Customer 13982,VIP loyalty offer,High RFM value and engagement,Medium,1593.35
18097,Customer 18097,VIP loyalty offer,High RFM value and engagement,Medium,1592.79
13246,Customer 13246,VIP loyalty offer,High RFM value and engagement,Medium,1590.32
12726,Customer 12726,VIP loyalty offer,High RFM value and engagement,Medium,1586.22
12635,Customer 12635,VIP loyalty offer,High RFM value and engagement,Medium,1583.48
14700,Customer 14700,VIP loyalty offer,High RFM value and engagement,Medium,1583.43
12704,Customer 12704,VIP loyalty offer,High RFM value and engagement,Medium,1582.64
12584,Customer 12584,VIP loyalty offer,High RFM value and engagement,Medium,1580.82
14466,Customer 14466,VIP loyalty offer,High RFM value and engagement,Medium,1578.44
17671,Customer 17671,VIP loyalty offer,High RFM value and engagement,Medium,1578.44
16293,Customer 16293,VIP loyalty offer,High RFM value and engagement,Medium,1577.86
15067,Customer 15067,VIP loyalty offer,High RFM value and engagement,Medium,1575.04
16979,Customer 16979,VIP loyalty offer,High RFM value and engagement,Medium,1565.85
15484,Customer 15484,VIP loyalty offer,High RFM value and engagement,Medium,1564.32
13994,Customer 13994,VIP loyalty offer,High RFM value and engagement,Medium,1563.91
14544,Customer 14544,VIP loyalty offer,High RFM value and engagement,Medium,1563.69
17288,Customer 17288,VIP loyalty offer,High RFM value and engagement,Medium,1562.93
14514,Customer 14514,VIP loyalty offer,High RFM value and engagement,Medium,1562.17
13704,Customer 13704,VIP loyalty offer,High RFM value and engagement,Medium,1560.48
16341,Customer 16341,VIP loyalty offer,High RFM value and engagement,Medium,1558.91
14824,Customer 14824,VIP loyalty offer,High RFM value and engagement,Medium,1557.11
12371,Customer 12371,VIP loyalty offer,High RFM value and engagement,Medium,1554.83
14854,Customer 14854,VIP loyalty offer,High RFM value and engagement,Medium,1553.87
16016,Customer 16016,VIP loyalty offer,High RFM value and engagement,Medium,1552.71
14047,Customer 14047,VIP loyalty offer,High RFM value and engagement,Medium,1552.08
14443,Customer 14443,VIP loyalty offer,High RFM value and engagement,Medium,1550.86
17754,Customer 17754,VIP loyalty offer,High RFM value and engagement,Medium,1550.62
13510,Customer 13510,VIP loyalty offer,High RFM value and engagement,Medium,1550.48
17188,Customer 17188,VIP loyalty offer,High RFM value and engagement,Medium,1549.46
17284,Customer 17284,VIP loyalty offer,High RFM value and engagement,Medium,1546.54
12684,Customer 12684,VIP loyalty offer,High RFM value and engagement,Medium,1543.96
18044,Customer 18044,VIP loyalty offer,High RFM value and engagement,Medium,1543.13
14878,Customer 14878,VIP loyalty offer,High RFM value and engagement,Medium,1543.03
14756,Customer 14756,VIP loyalty offer,High RFM value and engagement,Medium,1541.96
13094,Customer 13094,VIP loyalty offer,High RFM value and engagement,Medium,1540.63
13491,Customer 13491,VIP loyalty offer,High RFM value and engagement,Medium,1538.46
15819,Customer 15819,VIP loyalty offer,High RFM value and engagement,Medium,1537.46
13571,Customer 13571,VIP loyalty offer,High RFM value and engagement,Medium,1533.81
17090,Customer 17090,VIP loyalty offer,High RFM value and engagement,Medium,1527.99
13421,Customer 13421,VIP loyalty offer,High RFM value and engagement,Medium,1525.97
14432,Customer 14432,VIP loyalty offer,High RFM value and engagement,Medium,1524.95
13126,Customer 13126,VIP loyalty offer,High RFM value and engagement,Medium,1523.69
14290,Customer 14290,VIP loyalty offer,High RFM value and engagement,Medium,1523.69
13032,Customer 13032,VIP loyalty offer,High RFM value and engagement,Medium,1523.21
16098,Customer 16098,VIP loyalty offer,High RFM value and engagement,Medium,1515.08
17218,Customer 17218,VIP loyalty offer,High RFM value and engagement,Medium,1513.69
16912,Customer 16912,VIP loyalty offer,High RFM value and engagement,Medium,1513.53
14312,Customer 14312,VIP loyalty offer,High RFM value and engagement,Medium,1511.15
16076,Customer 16076,VIP loyalty offer,High RFM value and engagement,Medium,1510.9
15680,Customer 15680,VIP loyalty offer,High RFM value and engagement,Medium,1508.3
12783,Customer 12783,VIP loyalty offer,High RFM value and engagement,Medium,1504.94
16928,Customer 16928,VIP loyalty offer,High RFM value and engagement,Medium,1504.8
15240,Customer 15240,VIP loyalty offer,High RFM value and engagement,Medium,1498.46
14341,Customer 14341,VIP loyalty offer,High RFM value and engagement,Medium,1492.8
17667,Customer 17667,VIP loyalty offer,High RFM value and engagement,Medium,1489.47
14211,Customer 14211,VIP loyalty offer,High RFM value and engagement,Medium,1487.17
12349,Customer 12349,VIP loyalty offer,High RFM value and engagement,Medium,1485.93
14963,Customer 14963,VIP loyalty offer,High RFM value and engagement,Medium,1485.65
16875,Customer 16875,VIP loyalty offer,High RFM value and engagement,Medium,1485.36
15203,Customer 15203,VIP loyalty offer,High RFM value and engagement,Medium,1484.43
16732,Customer 16732,VIP loyalty offer,High RFM value and engagement,Medium,1480.2
13048,Customer 13048,VIP loyalty offer,High RFM value and engagement,Medium,1478.85
17412,Customer 17412,VIP loyalty offer,High RFM value and engagement,Medium,1478.16
16563,Customer 16563,VIP loyalty offer,High RFM value and engagement,Medium,1477.91
16466,Customer 16466,VIP loyalty offer,High RFM value and engagement,Medium,1474.22
12856,Customer 12856,VIP loyalty offer,High RFM value and engagement,Medium,1473.85
13632,Customer 13632,VIP loyalty offer,High RFM value and engagement,Medium,1472.05
16053,Customer 16053,VIP loyalty offer,High RFM value and engagement,Medium,1469.08
16150,Customer 16150,VIP loyalty offer,High RFM value and engagement,Medium,1468.84
17618,Customer 17618,VIP loyalty offer,High RFM value and engagement,Medium,1468.42
16515,Customer 16515,VIP loyalty offer,High RFM value and engagement,Medium,1468.11
17372,Customer 17372,VIP loyalty offer,High RFM value and engagement,Medium,1466.78
13134,Customer 13134,VIP loyalty offer,High RFM value and engagement,Medium,1465.82
12523,Customer 12523,VIP loyalty offer,High RFM value and engagement,Medium,1462.98
18077,Customer 18077,VIP loyalty offer,High RFM value and engagement,Medium,1461.65
13755,Customer 13755,VIP loyalty offer,High RFM value and engagement,Medium,1461.29
16379,Customer 16379,VIP loyalty offer,High RFM value and engagement,Medium,1458.62
14810,Customer 14810,VIP loyalty offer,High RFM value and engagement,Medium,1456.99
18259,Customer 18259,VIP loyalty offer,High RFM value and engagement,Medium,1456.77
12676,Customer 12676,VIP loyalty offer,High RFM value and engagement,Medium,1450.59
13305,Customer 13305,VIP loyalty offer,High RFM value and engagement,Medium,1448.76
15518,Customer 15518,VIP loyalty offer,High RFM value and engagement,Medium,1447.01
14882,Customer 14882,VIP loyalty offer,High RFM value and engagement,Medium,1445.09
12530,Customer 12530,VIP loyalty offer,High RFM value and engagement,Medium,1443.75
12560,Customer 12560,VIP loyalty offer,High RFM value and engagement,Medium,1442.8
16444,Customer 16444,VIP loyalty offer,High RFM value and engagement,Medium,1442.45
15288,Customer 15288,VIP loyalty offer,High RFM value and engagement,Medium,1439.82
13750,Customer 13750,VIP loyalty offer,High RFM value and engagement,Medium,1439.39
15373,Customer 15373,VIP loyalty offer,High RFM value and engagement,Medium,1439.34
17629,Customer 17629,VIP loyalty offer,High RFM value and engagement,Medium,1436.92
14239,Customer 14239,VIP loyalty offer,High RFM value and engagement,Medium,1432.34
17526,Customer 17526,VIP loyalty offer,High RFM value and engagement,Medium,1422.94
14857,Customer 14857,VIP loyalty offer,High RFM value and engagement,Medium,1420.17
12610,Customer 12610,VIP loyalty offer,High RFM value and engagement,Medium,1419.5
16841,Customer 16841,VIP loyalty offer,High RFM value and engagement,Medium,1419.34
16101,Customer 16101,VIP loyalty offer,High RFM value and engagement,Medium,1418.91
12838,Customer 12838,VIP loyalty offer,High RFM value and engagement,Medium,1415.24
17004,Customer 17004,VIP loyalty offer,High RFM value and engagement,Medium,1409.13
15696,Customer 15696,VIP loyalty offer,High RFM value and engagement,Medium,1408.33
14449,Customer 14449,VIP loyalty offer,High RFM value and engagement,Medium,1403.01
14533,Customer 14533,VIP loyalty offer,High RFM value and engagement,Medium,1400.99
15906,Customer 15906,VIP loyalty offer,High RFM value and engagement,Medium,1399.34
18287,Customer 18287,VIP loyalty offer,High RFM value and engagement,Medium,1397.79
16007,Customer 16007,VIP loyalty offer,High RFM value and engagement,Medium,1395.94
16059,Customer 16059,VIP loyalty offer,High RFM value and engagement,Medium,1394.06
16012,Customer 16012,VIP loyalty offer,High RFM value and engagement,Medium,1393.05
12670,Customer 12670,VIP loyalty offer,High RFM value and engagement,Medium,1392.18
16676,Customer 16676,VIP loyalty offer,High RFM value and engagement,Medium,1392.03
12518,Customer 12518,VIP loyalty offer,High RFM value and engagement,Medium,1390.66
12423,Customer 12423,VIP loyalty offer,High RFM value and engagement,Medium,1389.67
15791,Customer 15791,VIP loyalty offer,High RFM value and engagement,Medium,1387.95
17086,Customer 17086,VIP loyalty offer,High RFM value and engagement,Medium,1386.06
14408,Customer 14408,VIP loyalty offer,High RFM value and engagement,Medium,1384.57
14163,Customer 14163,VIP loyalty offer,High RFM value and engagement,Medium,1383.86
12393,Customer 12393,VIP loyalty offer,High RFM value and engagement,Medium,1381.19
17287,Customer 17287,VIP loyalty offer,High RFM value and engagement,Medium,1377.79
15021,Customer 15021,VIP loyalty offer,High RFM value and engagement,Medium,1377.66
17211,Customer 17211,VIP loyalty offer,High RFM value and engagement,Medium,1374.55
13630,Customer 13630,VIP loyalty offer,High RFM value and engagement,Medium,1373.68
15782,Customer 15782,VIP loyalty offer,High RFM value and engagement,Medium,1371.04
13849,Customer 13849,VIP loyalty offer,High RFM value and engagement,Medium,1370.76
17071,Customer 17071,VIP loyalty offer,High RFM value and engagement,Medium,1370.35
16950,Customer 16950,VIP loyalty offer,High RFM value and engagement,Medium,1364.28
15571,Customer 15571,VIP loyalty offer,High RFM value and engagement,Medium,1363.12
17470,Customer 17470,VIP loyalty offer,High RFM value and engagement,Medium,1360.8
16347,Customer 16347,VIP loyalty offer,High RFM value and engagement,Medium,1358.36
15531,Customer 15531,VIP loyalty offer,High RFM value and engagement,Medium,1357.23
14229,Customer 14229,VIP loyalty offer,High RFM value and engagement,Medium,1357.17
13118,Customer 13118,VIP loyalty offer,High RFM value and engagement,Medium,1355.62
14730,Customer 14730,VIP loyalty offer,High RFM value and engagement,Medium,1355.62
14506,Customer 14506,VIP loyalty offer,High RFM value and engagement,Medium,1354.36
16791,Customer 16791,VIP loyalty offer,High RFM value and engagement,Medium,1353.24
14649,Customer 14649,VIP loyalty offer,High RFM value and engagement,Medium,1353.11
16719,Customer 16719,VIP loyalty offer,High RFM value and engagement,Medium,1349.64
18204,Customer 18204,VIP loyalty offer,High RFM value and engagement,Medium,1347.94
13895,Customer 13895,VIP loyalty offer,High RFM value and engagement,Medium,1343.13
17019,Customer 17019,VIP loyalty offer,High RFM value and engagement,Medium,1342.54
16771,Customer 16771,VIP loyalty offer,High RFM value and engagement,Medium,1340.33
17954,Customer 17954,VIP loyalty offer,High RFM value and engagement,Medium,1339.8
15858,Customer 15858,VIP loyalty offer,High RFM value and engagement,Medium,1339.72
15827,Customer 15827,VIP loyalty offer,High RFM value and engagement,Medium,1336.56
14834,Customer 14834,VIP loyalty offer,High RFM value and engagement,Medium,1335.3
13995,Customer 13995,VIP loyalty offer,High RFM value and engagement,Medium,1334.6
16005,Customer 16005,VIP loyalty offer,High RFM value and engagement,Medium,1333.95
13055,Customer 13055,VIP loyalty offer,High RFM value and engagement,Medium,1332.99
17997,Customer 17997,VIP loyalty offer,High RFM value and engagement,Medium,1332.37
15983,Customer 15983,VIP loyalty offer,High RFM value and engagement,Medium,1331.9
16271,Customer 16271,VIP loyalty offer,High RFM value and engagement,Medium,1329.98
13285,Customer 13285,VIP loyalty offer,High RFM value and engagement,Medium,1329.39
15757,Customer 15757,VIP loyalty offer,High RFM value and engagement,Medium,1325.01
17554,Customer 17554,VIP loyalty offer,High RFM value and engagement,Medium,1320.05
14640,Customer 14640,VIP loyalty offer,High RFM value and engagement,Medium,1318.14
16062,Customer 16062,VIP loyalty offer,High RFM value and engagement,Medium,1316.79
15051,Customer 15051,VIP loyalty offer,High RFM value and engagement,Medium,1314.98
14978,Customer 14978,VIP loyalty offer,High RFM value and engagement,Medium,1312.92
12358,Customer 12358,VIP loyalty offer,High RFM value and engagement,Medium,1311.33
14418,Customer 14418,VIP loyalty offer,High RFM value and engagement,Medium,1309.77
12528,Customer 12528,VIP loyalty offer,High RFM value and engagement,Medium,1307.22
15681,Customer 15681,VIP loyalty offer,High RFM value and engagement,Medium,1306.71
12645,Customer 12645,VIP loyalty offer,High RFM value and engagement,Medium,1306.45
17311,Customer 17311,VIP loyalty offer,High RFM value and engagement,Medium,1304.81
16057,Customer 16057,VIP loyalty offer,High RFM value and engagement,Medium,1304.02
15306,Customer 15306,VIP loyalty offer,High RFM value and engagement,Medium,1303.84
16208,Customer 16208,VIP loyalty offer,High RFM value and engagement,Medium,1299.09
16942,Customer 16942,VIP loyalty offer,High RFM value and engagement,Medium,1298.51
18188,Customer 18188,VIP loyalty offer,High RFM value and engagement,Medium,1298.28
16350,Customer 16350,VIP loyalty offer,High RFM value and engagement,Medium,1297.41
14462,Customer 14462,VIP loyalty offer,High RFM value and engagement,Medium,1294.61
15142,Customer 15142,VIP loyalty offer,High RFM value and engagement,Medium,1291.37
18116,Customer 18116,VIP loyalty offer,High RFM value and engagement,Medium,1291.25
16426,Customer 16426,VIP loyalty offer,High RFM value and engagement,Medium,1290.17
12849,Customer 12849,VIP loyalty offer,High RFM value and engagement,Medium,1289.19
17894,Customer 17894,VIP loyalty offer,High RFM value and engagement,Medium,1289.04
15058,Customer 15058,VIP loyalty offer,High RFM value and engagement,Medium,1287.6
14250,Customer 14250,VIP loyalty offer,High RFM value and engagement,Medium,1287.33
13481,Customer 13481,VIP loyalty offer,High RFM value and engagement,Medium,1285.34
16531,Customer 16531,VIP loyalty offer,High RFM value and engagement,Medium,1284.08
12762,Customer 12762,VIP loyalty offer,High RFM value and engagement,Medium,1283.59
13824,Customer 13824,VIP loyalty offer,High RFM value and engagement,Medium,1283.02
15421,Customer 15421,VIP loyalty offer,High RFM value and engagement,Medium,1282.01
14216,Customer 14216,VIP loyalty offer,High RFM value and engagement,Medium,1279.38
